publishDate,eventDate,time,location,money,column
2010-12-19,Dec 11,,isabella stewart gardner,,"The Isabella Stewart Gardner Museum in Boston Held Its Annual Holiday Celebration. A Surprise This Year Was the Marking of What Will Be the New Entrance to the Century-Old Venetian Palace. In the Future, Guests Will Enter Through the New Renzo Piano-Designed Wing, Which Will Be Completed in 2012. The Old and New Buildings Will Be Separated by a 50-Foot Park. One Will Enter the Old Building in the Back, Through a Glass Corridor That Will Connect the Buildings. The Familiar Front of the Old Building Lined Up with the Court Stairway. Visitors Will Now See the Court As Mrs. Gardner's Opening-Night Guests Experienced It. After a Concert, a Mirrored Door Was Rolled Back, Allowing Guests to Look Across the Court to the West Cloister."
2010-12-19,Dec 10,,,,"David Barton and Susanne Bartsch Held Their Annual Holiday Toy Drive for Children in Hospitals and Shelters. The Event Was Held at the David Barton Gym at Astor Place. Admission Was a Toy."
2010-12-26,Dec 10,,new york botanical garden,,"The New York Botanical Garden in the Bronx Had Its Winter Wonderland Ball in the Conservatories with the Holiday Train Display As a Backdrop, Along with the Plants and Palm Trees."
2010-12-26,Dec 9,,cipriani 42nd street,,"The Child Mind Institute Had Its Inaugural Gala at Cipriani 42nd Street to Support Its Goal of Improving Mental-Health Care for Children."
2010-12-26,Dec 9,,waldorf- astoria,,"The Partnership at Drug Free.Org Gave an Awards Dinner at the Waldorf- Astoria."
2010-12-26,Dec 9,,plaza,,"The French Institute Alliance Francaise Held Its Trophee Des Arts Awards Dinner at the Plaza to Raise Money for the Promotion of French Language and Culture."
2010-12-26,Dec 22,,waldorf-astoria,,"The 75th Debutante Cotillion and Christmas Ball at the Waldorf-Astoria."
2011-01-09,Dec 31,,metropolitan opera,,"The Fireworks in Central Park Were Not the Only Ones On New Year's Eve. The Metropolitan Opera's Gala Benefit Premiere of a New Version of Verdi's 'Traviata' Provided Pyrotechnics with 21st-Century Minimalist Staging, Allowing the Audience to Focus On the Singing and Music."
2011-01-02,Dec 29,,waldorf-astoria,,"The International Debutante Ball Was Held at the Waldorf-Astoria."
2011-01-30,Jan 22,,plaza,,"The Germanistic Society of America, Columbia University and the Institute of International Education Benefited From the 51st Quadrille, at the Plaza. In the Late 19th Century, Before People Could Fly to the Tropics, New York Society Held Balls in the Winter. The Quadrille Is Like Them, with Grand Entrances and an Opening Waltz."
2011-01-30,Jan 25,,new york public library,,"The New York Public Library for the Performing Arts Unveiled Al Hirschfeld's Drawing Table and the Barber Chair in Which He Sat While Drawing His Subjects."
2011-01-30,Jan 25,,joyce theater,,"Parsons Dance Performed the World Premieres of Three Dances at the Joyce Theater, Followed by a Party at the Viceroy Restaurant."
2011-01-30,Jan 27,,,,"The Police Athletic League Honored Sandy Alderson and Terry Collins, Both of the New York Mets."
2011-01-30,Jan 26,,avery fisher hall,,"Friends of the Budapest Festival Orchestra Gave a Dinner for 150 Guests at Avery Fisher Hall Before the Orchestra's Concert. Ivan Fischer Conducted."
2011-01-30,Jan 27,,park avenue armory,,"Young Collectors Night at the Winter Antiques Show Benefited the East Side House Settlement. The Show Continues Through Today at the Park Avenue Armory."
2011-01-16,Jan 11,,waldorf,$25000,"The Awards Dinner of the Yma Fashion Scholarship Fund Was at the Waldorf. The Association, Made Up of Members of the Fashion Community, Promotes Education in the Fashion Arts and Business. Thirty-Three Colleges and Schools From Around the Country Were Represented. Four Students Received Scholarships of $25,000 Each, Another Four Were Awarded $10,000 Each, and 100 'Scholars' Received $5,000 Each."
2011-01-16,Jan 7,,plaza,,"Historic New England Had an Awards Dinner at the Fairmont Copley Plaza Hotel in Boston. The Group Oversees 36 Historic Sites Spanning Four Centuries of Architectural Styles in Five States."
2011-01-23,Jan 20,,park avenue armory,,"Jan 20: The Winter Antiques Show Opened at the Park Avenue Armory. The Centerpiece Is an Exhibition by the Historic Charleston Foundation. The Show, a Benefit for the East Side House Settlement, Runs to"
2011-01-23,Jan 19,,american folk art museum,,"The American Antiques Show, a Benefit for the American Folk Art Museum, Opened at the Metropolitan Pavilion, 125 West 18th Street."
2011-01-23,Jan 19,,,,"The Foundation Fighting Blindness Honored Dr. Stanley Chang, the Chairman of the Ophthalmology Department at Columbia University Medical Center, and Aryeh B. Bourkoff, a Vice Chairman of Ubs Investment Bank."
2011-01-23,Jan 16,,metropolitan opera,$7500,"Opera Index Honored George Shirley, the Tenor, Who Sang for Many Years with the Metropolitan Opera, and the Late Shirley Verrett, the Soprano. The Index Encourages Opera Singers at the Onset of Their Careers."
2011-01-23,Jan 19,,morgan library and museum,,"The Morgan Library and Museum Held a Preview Dinner for the Exhibition of Drawings and Photographs From the Collection of Kasper, the Fashion Designer. The Show, Celebrating Kasper's Gift and Promised Gifts to the Morgan of Some of the Works On View, Runs Through May"
2011-01-23,Jan 19,,,,"A Mostly Silent Auction at Bonhams Aided the Scholarship Fund of the Bard Graduate Center: Decorative Arts, Design History, Material Culture. About 130 Objects Were Up for Bid."
2011-02-06,Jan 31,,frick,,"The Director's Circle Dinner of the Frick Collection Took Place in the Mansion's Dining Room, Where Two Gainsborough Portraits Have Been Returned to the Places They Held in the Time of Henry Clay Frick, the Museum's Founder."
2011-02-06,Feb 3,,st. regis,,"The Newyork-Presbyterian Phyllis and David Komansky Center for Children's Health Held a Dinner at the St. Regis New York."
2011-02-06,Feb 3,,plaza,,"Young New Yorkers for the Philharmonic Gave a Reception at the Plaza, Then Moved On to Dinner and a Concert."
2011-02-06,Feb 3,,,,"Lvmh Moet Hennessy Louis Vuitton Gave a Reception for the Parsons Scholars Program, a Three-Year College Preparation Program in Art and Design for Low-Income Public School Students."
2011-02-06,Feb 1,,plaza,,"An Afternoon Tea at the Plaza Benefited Lighthouse International, Founded in 1905."
2011-02-06,Feb 1,,new york botanical garden,,"Feb 1: The New York Botanical Garden Held Its Annual Orchid Dinner at the Mandarin Oriental. The Garden, Which Is in the Bronx, Will Have Its Annual Orchid Show From"
2011-02-13,Feb 3,,,,"A Benefit for the Armitage Gone! Dance Company Was Held at Capitale, a Party Space On the Bowery. Dance Performances Took Place On Three Stages During the Event, Which Included a Dinner and an Art Auction. Many of the Guests Were From the Worlds of Art and Dance."
2011-02-13,Feb 8,,583 park avenue,,"The International Women's Health Coalition Dinner Was at 583 Park Avenue, a Party Space. Dr. Paul Farmer, a Founder of Partners in Health, Was Honored."
2011-02-13,Feb 5,,park avenue armory,,"More Than 1,000 Elegantly Dressed Guests Attended the Annual Gala of the Lycee Francais de New York at the Park Avenue Armory. The Evening, Which Included a Live Auction, Honored Anne Sinclair for Her Service to the French-American Community."
2011-02-13,Feb 4,,cipriani 42nd street,,"China Institute Celebrated the Year of the Rabbit at Cipriani 42nd Street. Anna Hu, the Jewelry Designer, Was Honored for Her Artistry. Many of the Guests Wore the Traditional Red to the Party, Which Featured the Customary Lion Dance."
2011-02-13,Feb 4,,waldorf-astoria,,"The 56th Annual Viennese Opera Ball in New York Took Place at the Waldorf-Astoria. The Event Included a Formal March of Dignitaries, a Debutantes' Waltz, a Midnight Quadrille and a Post-Ball Supper Dance Until 4 A.M. The Evening Benefited the Feed Foundation, Which Fights Hunger."
2011-02-20,Feb 11,,waldorf-astoria,,"The 46th Annual Petroushka Ball, Which Benefits the Russian Children's Welfare Society, Was Held at the Waldorf-Astoria."
2011-02-20,Feb 14,,plaza,,"The Bowery Mission Awards Dinner at the Plaza Honored Myron E. Ullman Iii, the Chairman of the J. C. Penny Company. The Bowery Mission has Been Helping Homeless People in New York City Since 1879."
2011-02-20,Feb 16,,national design museum,,"The Smithsonian's Cooper- Hewitt, National Design Museum, Previewed 'Set in Style: The Jewelry of Van Cleef & Arpels.' the Exhibition, of 400 Pieces From the Treasures of Van Cleef & Arpels, Will Run Through Jun"
2011-02-20,Feb 16,,,,"Dick Button, an Olympic Champion in Figure Skating, Held a Reception at His Apartment On Park Avenue to Celelebrate the Documentary, 'Rise.'"
2011-02-20,Feb 15,,roosevelt hotel,,"American Ballroom Theater, Which Teaches Dancing in Schools, Had a Dinner at the Roosevelt Hotel Honoring Pierre Dulaine and Yvonne Marceau."
2011-03-13,Mar 7,,gotham hall,,"At a Benefit at Gotham Hall, the Gay Men's Health Crisis Presented the Inaugural Judith Peabody Humanitarian Award to Joan Tisch for Her Work Against the Aids Epidemic."
2011-03-13,Mar 7,,waldorf-astoria,,"The Jackie Robinson Foundation Gave an Awards Dinner at the Waldorf-Astoria. The Organization Provides Scholarship and Leadership Development Opportunities."
2011-03-13,Mar 7,,guild hall,,"Guild Hall Academy of the Arts of East Hampton, N.Y., Presented Lifetime Awards for Achievement in the Arts at Cipriani 42nd Street."
2011-03-13,Mar 10,,frick,,"The Young Fellows of the Frick."
2011-03-13,Mar 9,,park avenue armory,,"The Opening Party of the Avenue Antiques and Art at the Armory Show Honored the Interior Designer Maria Buatta and Established the Mario Buatta Materials Atelier at the New York School of Interior Design. The Show Is at the Park Avenue Armory at 67th Street."
2011-03-06,Feb 28,,cipriani 42nd street,,"The Museum of the Moving Image Saluted the Actor Alec Baldwin at Cipriani 42nd Street. The Museum Is at 3601 35th Avenue in Astoria, Queens;"
2011-03-06,Mar 2,,plaza,,"The National Committee On American Foreign Policy Gave a Dinner at the Plaza Hotel.;"
2011-03-06,Mar 1,,jewish museum,,"The 25th Annual Purim Ball of the Jewish Museum Took Place at the Waldorf-Astoria. The Museum Is at 1109 Fifth Avenue at 92nd Street.;12. From Left, Tracey Pruzan; Robert Pruzan, the Museum's President; and Josh Nash, Its Chairman and an Honoree."
2011-03-06,Feb 24,,museum of the city of new york,,"The Director's Council of the Museum of the City of New York Held Its Annual Winter Ball in the Grand Ballroom of the Plaza. Many of the Women Wore Dresses in the Opulent Style of Just After World War Ii."
2011-02-27,Feb 24,,,,"Vassar College Marked Its 150th Anniversary at the Time Warner Center."
2011-02-27,Feb 23,,,,"Bailey House, Which Provides Housing and Services for People Living with H.I.V./Aids, Held Its 23rd Annual Fund-Raising Auction at the 26th Street Armory."
2011-02-27,Feb 22,,carnegie hall,,"The American Friends of the Israel Philharmonic Orchestra Observed the Orchestra's 75th Anniversary and the 50th Anniversary of Zubin Mehta's Conducting Debut with a Concert at Carnegie Hall. A Dinner Followed at the Plaza."
2011-02-27,Feb 24,,hilton new york,,"One Hundred Black Men Gave an Awards Dinner at the Hilton New York."
2011-03-27,Mar 21,,583 park avenue,,"The Asia Society Celebrated Asia Week New York with a Benefit Dinner at 583 Park Avenue. The Guests Were Encouraged to Come in 'Asian Chic' or Festive National Dress, and Many Did."
2011-03-27,Mar 21,,,,"Van Cleef & Arpels, at 744 Fifth Avenue, Unveiled Its Cherry Blossom Windows. The Branches Appear to Grow Out of the Windows and Climb the Outside of the Building."
2011-03-27,Mar 23,,,,"Arts of Pacific Asia, a Fair Featuring 60 Galleries, Opened at 7 West 34th Street. The Event Continues Through Today."
2011-03-27,Mar 22,,,$250000,"Vicky Colbert, the Founder of the Escuela Nueva Foundation, Received the $250,000 Henry R. Kravis Prize in Leadership. Escuela Nueva Helps Improve Low-Income Schools Around the World."
2011-03-27,Mar 24,,park avenue armory,,"Daniel Rose Gave His Wife, Joanna S. Rose, an 80th Birthday Present in the Form of an Exhibition of Her Collection of Red-and-White Quilts at the Park Avenue Armory. The Preview of 651 Bedcovers Benefited the American Folk Art Museum. Part of the Gift Was Opening the Show to the Public Through Mar"
2011-03-27,Mar 24,,metropolitan opera,,"The Metropolitan Opera Premiere of Rossini's 'Comte Ory' Was Followed by a Dinner. The Gala Was Underwritten by Yves Saint Laurent."
2011-03-20,Mar 14,,roseland ballroom,$2 million,"The Actor Alec Baldwin Was Honored by the Roundabout Theater Company at the Roseland Ballroom. Attended by 350 Guests, the Event Raised $2 Million.;"
2011-03-20,Mar 15,,new york public library,,"The President's Council Dinner of the New York Public Library Was Attended by 150 Guests."
2011-03-20,Mar 12,,philadelphia museum of art,,"The Philadelphia Museum of Art Previewed the Exhibition 'Roberto Capucci: Art Into Fashion.' Mr. Capucci, the Roman Couturier, Used Fabric As a Sculptor Would Use Marble. The Show, of 90 Pieces From 1951 to 2007, Includes His Early Couture Designs As Well As His Elaborate Pleated Dresses in Rainbow Colors of the 1990s. It Continues Through Jun"
2011-03-20,Mar 16,,lincoln center,,"The Chamber Music Society of Lincoln Center Benefited From a Dinner."
2011-03-20,Mar 16,,park avenue armory,,"A Preview of the Association of International Photography Art Dealers Show at the Park Avenue Armory."
2011-03-20,Mar 14,,lincoln center,,"The School of American Ballet Held a Ball at Lincoln Center."
2011-03-20,Mar 14,,,$1.2 million,"At a Benefit for Chess in the Schools, Guests Played with Students, and $1.2 Million Was Raised."
2011-03-20,Mar 15,,plaza,,"Save Venice Gave an Elaborate Masked Ball in the Grand Ballroom of the Plaza."
2011-04-10,Apr 2,,,,"The Prospect Park Alliance Celebrated the Retirement of Tupper Thomas, the Founding Park Administrator Who Took On the Challenge of the Park at Its Bleakest Hour, in 1980."
2011-04-10,Apr 4,,,,"The Vilcek Prizes Were Awarded."
2011-04-10,Apr 7,,american museum of natural history,,"Graham Windham Services to Families and Children, Which Helps at-Risk Children and Families, Gave a Dinner at the American Museum of Natural History."
2011-04-10,Apr 4,,city center,,"New York City Center Held a Dinner at the Plaza."
2011-04-10,Apr 5,,metropolitan club,,"The Glimmerglass Festival, Formerly the Glimmerglass Opera, Held a Dinner and a Performance at the Metropolitan Club."
2011-04-10,Apr 5,,,,"The Citizens' Committee for Children Held a Reception at Moma."
2011-04-10,Apr 6,,,,"The National Center for Learning Disabilities Gave a Dinner at 360."
2011-04-10,Apr 4,,,,"The National Dance Institute Held Its Annual Gala."
2011-04-10,Apr 7,,lincoln center,,"The All Stars Project Held a Gala and a Performance at Lincoln Center."
2011-04-10,Apr 6,,7 world trade center,,"The New Museum at 235 Bowery Held a Dinner at 7 World Trade Center. The Stylish Guests Honored the Artists Gilbert and George and the Collectors Gael Neeson and Stefan Edlis."
2011-04-10,Apr 5,,lincoln center,,"The National Theater of Great Britain's Play 'War Horse' Opened at Lincoln Center."
2011-04-10,Apr 7,,lincoln center,,"The New York Philharmonic's Spring Gala Was at Lincoln Center. Stephen Sondheim's 'Company' Was Performed."
2011-04-03,Mar 28,,waldorf,$2.2 million,"Fordham University's Founder's Award Dinner at the Waldorf Raised More Than $2.2 Million."
2011-04-03,Mar 29,,,,"Young Concert Artists Turned 50 and Honored Susan Wadsworth, the Founder of the Organization."
2011-04-03,Mar 27,,,,"Macy's Flower Show, Through Apr 10 at the Store, Opened with a Parade of Dressed-Up Pets."
2011-04-03,Mar 30,,marriott marquis,,"The Fifth Leadership Awards Dinner of the Culinary Institute of America Took Place at the Marriott Marquis. Among the Honorees Was the French Chef Paul Bocuse."
2011-04-03,Mar 26,,marriott marquis,,"The Imperial Court of New York Celebrated Its Silver Anniversary with Its Annual Night of a Thousand Gowns at the Marriott Marquis. The Event Benefited the Ali Forney Center and the Trevor Project, Both of Which Aid Lesbian, Gay, Bisexual and Transgender Youths. The Evening Put the Fun Back in Fund-Raising, Starting with Marching Bands and the Presentation of the Colors. It Proceeded to an All-Volunteer Musical Revue, Dinner, Dancing and, at Midnight, the Coronation of the Emperor and Empress. Nearly 800 Guests Attended, Many in Extravagant Drag, Heavy-Artillery Jewels and Big Hairdos."
2011-04-17,Apr 11,,,,"Our Time, a group that helps children who stutter, honored David Seidler, the screenwriter of the film 'The King's Speech,' at New York University. Children and art- ists who stutter performed."
2011-04-17,Apr 13,,,,"Women in Need honored Karen Katz, the pres- ident of Neiman Marcus, and Gina Sanders, the presi- dent of Fairchild Fashion Group. The organization helps homeless and disadvantaged women and their children."
2011-04-17,Apr 11,,,,"Opportunity Network, which aids high-achieving, low-in- come students, held a dinner at Capitale."
2011-04-17,Apr 8,,new-york historical society,,"The New-York Historical Society honored the author Ron Chernow for his book 'Washington: A Life.'"
2011-04-17,Apr 13,,new york public library,,"The American Academy in Rome honored Frank O. Gehry, the architect, and Paul LeClerc, the president of the New York Public Library, at a dinner at the Plaza."
2011-04-17,Apr 12,,mandarin oriental,,"New Yorkers for Children gave a party at the Mandarin Oriental. The organi- zation helps children and families served by the city's Administra- tion for Children's Services."
2011-04-17,Apr 11,,plaza,,"Ballet Hispanico held a dinner-dance at the Plaza. The ballet is celebrating the 40th anniversary of its founding."
2011-04-17,Apr 13,,cipriani 42nd street,,"City Harvest, which helps feed the hungry, gave a benefit at Cipriani 42nd Street."
2011-04-17,Apr 12,,christie's,,"The Cen- ter for Nursing Ex- cellence honored Donald and Barba- ra Jones, who sold part of their art col- lection to establish the center in 2005, at Christie's."
2011-04-17,Apr 11,,,,"Symphony Space, a performance space at Broadway and 95th Street, gave a party at Three Sixtydegrees on Desbrosses Street."
2011-04-17,Apr 12,,carnegie hall,,"James Taylor helped Carnegie Hall cele- brate 120 years of music."
2011-04-17,Apr 14,,waldorf,$4 million,"The Breast Cancer Research Foundation's 1,100 guests raised more than $4 million at the Waldorf."
2011-04-17,Apr 12,,583 park avenue,,"The Horticultural Society of New York. 1011 12"
2011-04-17,Apr 14,,plaza,,"The American So- ciety for the Prevention of Cruelty to Animals held a dinner-dance at the Plaza."
2011-04-17,Apr 10,,,,"The New Victory Theater on West 42nd Street had its annual family party."
2011-04-24,Apr 17,,metropolitan opera,,"The Metropolitan Opera Guild Held Its Sixth Annual Opera News Awards at the Plaza. The Awards, for Distinguished Achievement, Were Presented to Jonas Kaufmann, Riccardo Muti, Patricia Racette, Kiri Te Kanawa and Bryn Terfel."
2011-04-24,Apr 21,,,,"A Preview for a Decorator Show House at the Former Residence of John Hay Whitney, 163 East 63rd Street, Benefited the Kips Bay Boys and Girls Club. The House Opens to the Public On Thursday."
2011-04-24,Apr 21,,the new york city opera,,"The New York City Opera Celebrated the Music of Stephen Schwartz."
2011-04-24,Apr 21,,,,"The East Side House Settlement's Preview of the New York International Auto Show (Through May 1 at the Javits Center)."
2011-04-24,Apr 17,,four seasons,,"The Cancer Research Institute Had Its Annual Through the Kitchen Party at the Four Seasons Restaurant. Guests Served Themselves at the Event, a Benefit for the Irvington Institute Fellowship Program."
2011-04-24,Apr 20,,,,"Lenox Hill Neighborhood House's Benefit."
2011-05-01,Apr 25,,,,"Publicolor Held a 15th Anniversary Gala at Martin Luther King Jr. High School On Amsterdam Avenue. The Organization Engages High-Risk Students in Their Education Through Painting. 1.,"
2011-05-01,Apr 28,,pierre,,"The Versailles Foundation Honored Princess Elizabeth of Bavaria at a Formal Dinner at the Pierre."
2011-05-01,Apr 25,,waldorf,$2 million,"Big Brothers Big Sisters Gave an Awards Dinner at the Waldorf."
2011-05-01,Apr 26,,american museum of natural history,,"The Annual Pen Literary Gala Took Place at the American Museum of Natural History. The Organization Defends Persecuted Writers and Freedom of Expression."
2011-05-01,Apr 25,,,,"The Founders of Parsons Dance, David Parsons and Howell Binkley, Were Honored at Espace."
2011-05-01,Apr 25,,lincoln center,,"The Dance Theater of Harlem Held a Dinner-Dance and a Performance at the Kaplan Penthouse at Lincoln Center."
2011-05-01,Apr 26,,council on foreign relations,,"Global Kids Honored Joel I. Klein and Merryl H. Tisch at the Council On Foreign Relations On Park Avenue."
2011-05-01,Apr 25,,new york athletic club,,"The National Meningitis Association at the New York Athletic Club."
2011-05-01,Apr 27,,brooklyn museum,,"At Its Annual Ball for 590 Guests, the Brooklyn Museum Celebrated 14 Brooklyn Artists Who Decorated the 40-Footlong Tables in the Majestic Beaux-Art Court."
2011-05-01,Apr 28,,american museum of natural history,,"The American Museum of Natural History's Gala Had a Royal Wedding Theme."
2011-05-01,Apr 26,,,,"Sir John Soane's Museum in London Benefited From a Dinner."
2011-05-15,May 10,,museum of modern art,,"The Museum of Modern Art's Party in the Garden Featured a Dinner for More Than 700 Guests and 2,000 After-Dinner Guests for a Concert."
2011-05-15,May 7,,newark museum,,"The Newark Museum Celebrated the Centennial of Its Renowned Tibetan Art Collection at the Annual Dinner Dance."
2011-05-15,May 9,,plaza,,"Lighthouse International Celebrated Its Posh Sale, Through Today at Its New Home, the Plaza."
2011-05-15,May 11,,fashion institute of technology,,"The Fashion Institute of Technology Gave a Dinner at Cipriani 42nd Street."
2011-05-15,May 9,,metropolitan museum of art,,"The Metropolitan Museum of Art Gave a Dinner for James R. Houghton, Its Chairman of the Past 13 Years, Who Is Retiring."
2011-05-15,May 12,,pierre,,"The Catholic Big Sisters and Big Brothers Honored Kevin R. Hackett at an Awards Dinnerdance at the Pierre."
2011-05-15,May 12,,583 park avenue,,"Solving Kids' Cancer Gave an Awards Dinner at 583 Park Avenue."
2011-05-15,May 10,,pierre,,"The Parkinson's Disease Foundation Held a Dinner at the Pierre Honoring Dr. Herbert Pardes, the President of New York-Presbyterian Hospital."
2011-05-15,May 11,,union league club,,"Eric Foner Was Awarded the Lincoln Prize of Gettysburg College and the Gilder Lehrman Institute of American History at the Union League Club."
2011-05-15,May 11,,,$2 million,"The New York City Ballet Held a World Premiere of 'the Seven Deadly Sins' at a Gala. The Event Was Attended by 825 Dinner Guests, Raising More Than $2 Million."
2011-05-15,May 12,,mandarin oriental,,"The New York Urban League Had Its 46th Annual Frederick Douglass Awards Dinner at the Mandarin Oriental."
2011-05-15,May 9,,frick,,"The Frick Collection Gave a Spring Dance for Fellows. The Event, for 320 Guests, Highlighted the Rembrandt Exhibition."
2011-05-15,May 12,,metropolitan museum of art,,"Common Ground Held an Awards Dinner at the Metropolitan Museum of Art."
2011-05-08,May 5,,carnegie hall,,"Carnegie Hall's 120th Anniversary Party Included a Concert by the New York Philharmonic. A Dinner Followed at the Plaza."
2011-05-08,May 5,,central park conservatory garden,,"The Mount Sinai Crystal Party, in a Tent in the Central Park Conservatory Garden."
2011-05-08,May 1,,metropolitan opera,,"The Annual Dinner and Dance, On the Stage of the Metropolitan Opera, Honored the 40th Anniversary of the Music Director, James Levine."
2011-05-08,May 5,,,,"John Chamberlain Showed His Sculptures at the Gagosian Gallery in Chelsea."
2011-05-08,May 4,,,,"The N.Y.U. Langone Medical Center Had a Benefit That Honored Stanley and Fiona Druckenmiller."
2011-05-08,May 3,,,,"The Promise Project, Which Provides Support to Children with Learning Disabilities, Held an Auction and a Reception at Studio 450."
2011-05-08,May 3,,,,"The Skowhegan School of Painting and Sculpture in Maine Held Its Annual Awards Dinner at Skylight Soho On Hudson Street."
2011-05-08,May 4,,,,"The Society of Memorial Sloan- Kettering Cancer Center Held a Benefit."
2011-05-08,May 2,,metropolitan museum of art,,"The Costume Institute at the Metropolitan Museum of Art Held Its Annual Celebrity Extravaganza to Preview the Exhibit, 'Alexander Mcqueen: Savage Beauty' Through Jul"
2011-05-08,Apr 30,,isabella stewart gardner,,"The Isabella Stewart Gardner Museum in Boston. The Reception Was in the Venetian Palazzo. In the Garden, There Was a Transparent Tent From Which You Could View the New Wing."
2011-05-22,May 16,,,,"The Friends of the High Line Celebrated the June Opening of the Park's Second Section at a Dinner in a Tent at 30th Street."
2011-05-22,May 19,,whitney museum,,"The Whitney Museum of American Art Gave a Dinner in a Tent On the Site of Its New Home On Washington Street.;"
2011-05-22,May 19,,,,"Village- Care's Show of Towering Flower Headdresses Benefited People with Aids or H.I.V."
2011-05-22,May 17,,,$8.5 million,"The National Center On Addiction and Substance Abuse at Columbia University Saluted Joseph A. Califano Jr., Its Founder and Chairman."
2011-05-22,May 16,,morgan library and museum,,"The Morgan Library and Museum Previewed Its New Exhibition of Dress in the Art of Medieval France and the Netherlands. The Show Runs Through Sep"
2011-05-22,May 16,,92nd street y,$2.7 million,"The 92nd Street Y Held Its Spring Gala, Raising $2.7 Million."
2011-05-22,May 17,,essex house,,"Schuyler Foundation for Career Bridges Held a Dinner and Concert at Jumeirah Essex House. Career Bridges Supports Young Classical Singers."
2011-05-22,May 17,,cipriani 42nd street,,"The China Institute Gave a Dinner at Cipriani 42nd Street."
2011-05-22,May 16,,metropolitan opera,,"The American Ballet Theater's Annual Spring Gala Featured a Performance Followed by a Dinner for 1,000 Guests in a Tent Next to the Metropolitan Opera House. The Event Opened the Ballet's 71st Anniversary Season at the Opera House."
2011-05-22,May 18,,,,"The Bronx Museum of the Arts Held an Auction and Dinner at Espace, West 42nd Street."
2011-05-22,May 16,,lincoln center,,"Literacy Partners' 27th Annual Evening of Readings Was Followed by a Dinner at Lincoln Center."
2011-05-22,May 13,,pierre,,"The Russian Nobility Association's Gala at the Pierre Included a Performance of Regional Russian Dance and Benefited a Russian Orphanage and Other Charities."
2011-05-29,May 21,,old westbury gardens,,"Old Westbury Gardens, the Former Family Home of Jay S. Phipps, Marked Its 52nd Anniversary As a Public Garden with a Dinner-Dance Under a Tent. The 15-Foot High Rhododendrons Were in Full Bloom. The Grounds Have a Georgian House-Museum and Are Home to One of the Finest Examples of an English Garden in the United States. The 200-Acre Gardens Are 23 Miles From Midtown."
2011-05-29,May 21,,old westbury gardens,,"Old Westbury Gardens, the Former Family Home of Jay S. Phipps, Marked Its 52nd Anniversary As a Public Garden with a Dinner-Dance Under a Tent. The 15-Foot High Rhododendrons Were in Full Bloom. The Grounds Have a Georgian House-Museum and Are Home to One of the Finest Examples of an English Garden in the United States. The 200-Acre Gardens Are 23 Miles From Midtown."
2011-05-29,May 25,,,,"The New York Restoration Project Gave a Dinner On the Lawn at Gracie Mansion. The Organization Revitalizes Gardens and Open Spaces."
2011-05-29,May 26,,,,"The 23rd Annual Presentation of the Lambda Literary Awards Honored Edward Albee and Val Mcdermid. The Awards Celebrate Excellence in Lesbian, Gay, Bisexual and Transgender Literature."
2011-05-29,May 24,,st. regis,,"The American Cancer Society Held a Dinnerdance at the St. Regis. The Evening Honored Perri Peltz and David Patrick Columbia."
2011-05-29,May 25,,waldorf-astoria,,"The 21st Annual Fulbright Awards Dinner Took Place at the Waldorf-Astoria."
2011-05-29,May 25,,pierre,,"Hillel: The Foundation for Jewish Campus Life Honored Morris W. Offit, the Chairman of Offit Capital Advisors, at a Dinner at the Pierre."
2011-05-29,May 23,,plaza,,"May 23: The New York Theater Workshop Benefited From a Dinner and a Performance at the Plaza. The Evening Honored James Lapine.18. From Left, James Lapine, Carly Hughes, Erin Mackey and Nick Blaemire."
2011-05-29,May 24,,583 park avenue,,"The Kaufman Center Held an Awards Dinner at 583 Park Avenue. The Organization Is Devoted to Arts Education."
2011-05-29,May 24,,,,"Robert A. Pruzan Was Honored by Artsconnection, Which Brings Artists Into Schools."
2011-05-29,May 23,,new york public library,$100 million,"The New York Public Library's landmark Beaux-Art building on Fifth Avenue turned 100. An earth harp with a 170-foot-long strings, played by its designer, Bill Close, greeted the 1,000 guests as they ascended the candlelit outdoor stairway. Passers-by stopped to listen. Inside, a police band played as the guests climbed to the Rose Main Reading Room, where the rededication ceremony took place. A hundred members of Abyssinian Baptist Choir serenaded them from the aisle; 60 members of the Gay Men's Chorus then sang from a high platform. Forty children from P.S. 22 in Staten Island sang, too. Finally, the library's trustees made an entrance, and were seated on another platform. Dinner took place in the palatial rooms and hallways, with dancing and desserts of petit fours gilded with '100' in Astor Hall. The party's designer, David Monn, placed enormous urns of viburnum in every room."
2011-05-29,May 26,,el museo del barrio,,"El Museo del Barrio honored Mario Testino, the Peruvian-born portrait and fashion photographer, at its annual awards dinner-dance at Cipriani 42nd Street. The museum is at Fifth Avenue and 105th Street."
2011-06-26,Jun 23,,pierre,,"A dinner at the Pierre benefited the Duke of Edinburgh's International Award and Young Americans' Challenge. The award honors people age 14 to"
2011-06-26,Jun 21,,racquet and tennis club,,"Young New Yorkers for the Philharmonic met for the summer benefit, which included a recital of music by Rossini and dinner at the Racquet and Tennis Club."
2011-06-26,Jun 20,,,,"The Public Theater held its annual dinner in the park before a performance of 'All's Well That Ends Well' at the Delacorte Theater."
2011-06-26,Jun 22,,,,"The New York City Arts in Education Roundtable honored David Shookhoff, its outgoing chairman."
